title;isbn;eisbn;pid
Feminism and Antiracism;9780814798546;9780814784310;9780814784310
Bound By a Mighty Vow;9780814782750;9780814784303;9780814784303
Yankee Town, Southern City;9780814782057;9780814784280;9780814784280
Confronting the New Conservatism;9780814782989;9780814784259;9780814784259
Releasing Prisoners, Redeeming Communities;9780814783030;9780814784228;9780814784228
Reconstructing the Fourth Amendment;9780814782637;9780814784211;9780814784211
Marks of the Beast;9780814740040;9780814783559;9780814783559
Modern Love;9780814798300;9780814783535;9780814783535
Pissing on Demand;9780814782804;9780814783443;9780814783443
How East New York Became a Ghetto;9780814782668;9780814783412;9780814783412
It's One O'Clock and Here Is Mary Margaret McBride;9780814794012;9780814795040;9780814795040
Once You Go Black;9780814775837;9780814777497;9780814777497
Racism and God-Talk;9780814776100;9780814777367;9780814777367
On Speed;9780814776018;9780814777350;9780814777350
Voices of Emancipation;9780814775868;9780814777343;9780814777343
The Collapse of Fortress Bush;9780814776063;9780814777336;9780814777336
This Is Not a President;9780814776025;9780814777312;9780814777312
The Emergence of Mexican America;9780814775578;9780814777305;9780814777305
First Person Political;9780814775752;9780814776858;9780814776858
One Nation Underground;9780814775226;9780814776780;9780814776780
Money Talks;9780814775387;9780814776773;9780814776773
Masters of Illusion;9780814775851;9780814776766;9780814776766
Hitler's Millennial Reich;9780814775240;9780814776759;9780814776759
Ireland;9780814748008;9780814748602;9780814748602
Loca Motion;9780814736623;9780814773406;9780814773406
Race War!;9780814736401;9780814773352;9780814773352
Red Seas;9780814736685;9780814773345;9780814773345
Missing Bodies;9780814716786;9780814772980;9780814772980
The Good Fight Continues;9780814716601;9780814772973;9780814772973
The Widows' Might;9780814716748;9780814772966;9780814772966
My Future Is in America;9780814716953;9780814772959;9780814772959
What the Rabbis Said;9780814716885;9780814772942;9780814772942
The Chicana/o Cultural Studies Forum;9780814716328;9780814772911;9780814772911
Virtue;9780814714843;9780814772720;9780814772720
Against All Odds;9780814722237;9780814772737;9780814772737
Asian American Religions;9780814716298;9780814772706;9780814772706
New York Glory;9780814716007;9780814772690;9780814772690
Prison, Inc.;9780814799543;9780814772430;9780814772430
Occupied by Memory;9780814716373;9780814772423;9780814772423
Disoriented;9780814715215;9780814772393;9780814772393
John Edward Bruce;9780814715185;9780814772324;9780814772324
Perverse Spectators;9780814781388;9780814771181;9780814771181
Dancing at Halftime;9780814781265;9780814771112;9780814771112
New Perspectives on Israeli History;9780814779286;9780814771099;9780814771099
Children of Alcoholism;9780814792223;9780814770511;9780814770511
The Global Expansion of Judicial Power;9780814782095;9780814770078;9780814770078
Tropics of Desire;9780814769522;9780814769546;9780814769546
Feeling Global;9780814775134;9780814769379;9780814769379
New York Stories;9780814775714;9780814769355;9780814769355
Queer Latinidad;9780814775493;9780814769263;9780814769263
Underground Codes;9780814775400;9780814769249;9780814769249
Voted Out;9780814775431;9780814769232;9780814769232
Black Gay Man;9780814775028;9780814769218;9780814769218
Another Self;9780814774861;9780814769201;9780814769201
Law and Justice as Seen on TV;9780814775608;9780814769102;9780814769102
Anti-Americanism;9780814775660;9780814769096;9780814769096
Immigration and American Popular Culture;9780814775523;9780814769089;9780814769089
Other Immigrants;9780814775349;9780814769065;9780814769065
Outside the Lines;9780814774953;9780814769058;9780814769058
The Criminal Brain;9780814776131;9780814769010;9780814769010
Benevolent Repression;9780814766385;9780814768914;9780814768914
Due Process;9780814765692;9780814768884;9780814768884
Criminal Justice;9780814765883;9780814768877;9780814768877
The Social Anxieties of Progressive Reform;9780814766200;9780814768860;9780814768860
Religion and the Creation of Race and Ethnicity;9780814767009;9780814768822;9780814768822
Watching Rape;9780814766897;9780814768716;9780814768716
Trials Without Truth;9780814766491;9780814768709;9780814768709
Elusive Citizenship;9780814767146;9780814768693;9780814768693
That Ever Loyal Island;9780814767245;9780814768686;9780814768686
The Master of Seventh Avenue;9780814767115;9780814768679;9780814768679
The History of the Riverside Church in the City of New York;9780814767139;9780814768648;9780814768648
Enfant Terrible!;9780814767054;9780814768624;9780814768624
The Silicon Valley of Dreams;9780814767092;9780814768570;9780814768570
Unequal Crime Decline;9780814767252;9780814768495;9780814768495
Writers Under Siege;9780814767429;9780814768433;9780814768433
Children's Nature;9780814767078;9780814768426;9780814768426
Evolution of the Judicial Opinion;9780814767269;9780814768419;9780814768419
Judging Evil;9780814766651;9780814768167;9780814768167
Flirting with Danger;9780814766576;9780814768150;9780814768150
The Technology of Policing;9780814757246;9780814764442;9780814764442
Raising Freedom's Child;9780814757192;9780814764428;9780814764428
Abandoned;9780814757253;9780814764411;9780814764411
America's Colony;9780814756805;9780814764404;9780814764404
Moral and Political Education;9780814756751;9780814764268;9780814764268
New York Murder Mystery;9780814747179;9780814763735;9780814763735
The Beta Israel;9780814746646;9780814763537;9780814763537
A Republic of Men;9780814747148;9780814763520;9780814763520
Teaching What You're Not;9780814755310;9780814763179;9780814763179
Just the Facts;9780814756133;9780814763094;9780814763094
The Brooklyn Cyclones;9780814762059;9780814762608;9780814762608
The Racial Middle;9780814762141;9780814762523;9780814762523
When Mothers Kill;9780814757024;9780814762516;9780814762516
Artificial Parts, Practical Lives;9780814761977;9780814762431;9780814762431
Not Working;9780814757093;9780814761311;9780814761311
Children and War;9780814756669;9780814759981;9780814759981
Control;9780814756119;9780814759967;9780814759967
Sex, Men, and Babies;9780814756812;9780814759943;9780814759943
Shrinking Violets and Caspar Milquetoasts;9780814756775;9780814759936;9780814759936
Dance Hall Days;9780814756201;9780814759929;9780814759929
Crip Theory;9780814757123;9780814759868;9780814759868
Leonard Wood;9780814756997;9780814759806;9780814759806
The Explanation For Everything;9780814756737;9780814759752;9780814759752
Impossible Witnesses;9780814756041;9780814759738;9780814759738
Zero Tolerance;9780814756317;9780814759721;9780814759721
The Queer Renaissance;9780814755549;9780814759691;9780814759691
Army of Manifest Destiny;9780814755051;9780814759684;9780814759684
Life and Practice in the Early Church;9780814756485;9780814759653;9780814759653
America Goes to War;9780814757826;9780814759264;9780814759264
The Virgin of El Barrio;9780814758243;9780814759165;9780814759165
Women of Color and the Reproductive Rights Movement;9780814758212;9780814759158;9780814759158
Boricua Pop;9780814758175;9780814759141;9780814759141
Within the Veil;9780814757994;9780814759134;9780814759134
Teaching Tomorrow's Medicine Today;9780814707067;9780814759127;9780814759127
Freedom's Prophet;9780814758267;9780814759011;9780814759011
The Radical Lives of Helen Keller;9780814758144;9780814759004;9780814759004
Humanitarian Intervention;9780814758311;9780814758960;9780814758960
In Pursuit of Right and Justice;9780814758281;9780814758946;9780814758946
Every Time I Feel the Spirit;9780814758199;9780814758816;9780814758816
Mystics, Mavericks, and Merrymakers;9780814751923;9780814753446;9780814753446
Urban Girls Revisited;9780814752128;9780814753439;9780814753439
The Importance of Being Honest;9780814752210;9780814753422;9780814753422
Arranging Grief;9780814752227;9780814753408;9780814753408
American Jewish Loss after the Holocaust;9780814752173;9780814753385;9780814753385
Sanctuary Cinema;9780814752104;9780814753231;9780814753231
The End Of Cinema As We Know It;9780814751602;9780814753194;9780814753194
Heroic Efforts;9780814751831;9780814752937;9780814752937
Film as Religion;9780814751800;9780814752869;9780814752869
Murder and the Reasonable Man;9780814751152;9780814752838;9780814752838
Success Without Victory;9780814751121;9780814752814;9780814752814
The Gender Line;9780814751213;9780814752715;9780814752715
Prostitution Policy;9780814747636;9780814749364;9780814749364
God's New Whiz Kids?;9780814747902;9780814749319;9780814749319
Legal Education and the Reproduction of Hierarchy;9780814747780;9780814749081;9780814749081
Fat Rights;9780814748138;9780814749074;9780814749074
Provincetown;9780814747612;9780814749067;9780814749067
Poverty and the Underclass;9780814746585;9780814749005;9780814749005
In Defense of Tort Law;9780814747575;9780814748992;9780814748992
Judging Juveniles;9780814747940;9780814748725;9780814748725
Playing it Safe;9780814747407;9780814748664;9780814748664
Jewish Girls Coming of Age in America, 1860-1920;9780814747803;9780814748657;9780814748657
Presidential Powers;9780814747827;9780814748640;9780814748640
Her Way;9780814747339;9780814748633;9780814748633
The Myth of the Imperial Judiciary;9780814747759;9780814748596;9780814748596
Labor's Home Front;9780814747865;9780814748350;9780814748350
The Politics of Disgust;9780814736586;9780814744611;9780814744611
Race Woman;9780814736159;9780814744574;9780814744574
The Supreme Court and Election Law;9780814736593;9780814744536;9780814744536
Selling 'em by the Sack;9780814735664;9780814744529;9780814744529
The Color of Fascism;9780814736869;9780814744512;9780814744512
The Turning;9780814735817;9780814744505;9780814744505
Guess Who's Coming to Dinner Now?;9780814719398;9780814744079;9780814744079
A Doomsday Reader;9780814719084;9780814744048;9780814744048
Busting the Mob;9780814741955;9780814743959;9780814743959
War in the Age of Technology;9780814742501;9780814743867;9780814743867
Beyond Tolerance;9780814742624;9780814743843;9780814743843
Social Scientists for Social Justice;9780814742662;9780814743836;9780814743836
Downsizing Prisons;9780814742747;9780814743805;9780814743805
Christians and Muslims in Ottoman Cyprus and the Mediterranean World, 1571-1640;9780814741818;9780814743744;9780814743744
The Wow Climax;9780814742822;9780814743706;9780814743706
Fans, Bloggers, and Gamers;9780814742846;9780814743690;9780814743690
Heartland TV;9780814742921;9780814743621;9780814743621
Opening the Floodgates;9780814742860;9780814743607;9780814743607
Inner Lives;9780814742549;9780814743294;9780814743294
Science for Segregation;9780814742716;9780814743263;9780814743263
Love the Sin;9780814742648;9780814743256;9780814743256
Pregnancy and Power;9780814798270;9780814741191;9780814741191
The Fair Sex;9780814797631;9780814739976;9780814739976
Is Academic Feminism Dead?;9780814727041;9780814739969;9780814739969
Saving Our Children from the First Amendment;9780814798355;9780814739938;9780814739938
Running for Judge;9780814740347;9780814739921;9780814739921
The Rabbi's Wife;9780814740163;9780814739891;9780814739891
Legal Feminism;9780814798454;9780814739877;9780814739877
Theory and Practice;9780814780558;9780814739600;9780814739600
Hair Matters;9780814713365;9780814739457;9780814739457
Greasers and Gringos;9780814798874;9780814739440;9780814739440
Gender Myths v. Working Realities;9780814799178;9780814739426;9780814739426
The Passions of Law;9780814713068;9780814739297;9780814739297
Our Monica, Ourselves;9780814798652;9780814739280;9780814739280
Virginia Woolf;9780814712634;9780814739273;9780814739273
No Seat at the Table;9780814799734;9780814739266;9780814739266
Cable Visions;9780814799499;9780814739242;9780814739242
And Gently He Shall Lead Them;9780814712504;9780814739235;9780814739235
Sodomy and the Pirate Tradition;9780814712351;9780814739228;9780814739228
Global TV;9780814799413;9780814739167;9780814739167
Sephardic Jews in America;9780814799826;9780814739150;9780814739150
Girlfighting;9780814799512;9780814739112;9780814739112
Internationalizing the History of Psychology;9780814799444;9780814739082;9780814739082
Brooklyn By Name;9780814799468;9780814739068;9780814739068
The Left at War;9780814799840;9780814739051;9780814739051
The Culture of Punishment;9780814799994;9780814739044;9780814739044
Queer Mobilizations;9780814791301;9780814739037;9780814739037
Deaf Subjects;9780814799666;9780814739006;9780814739006
Tinker Belles and Evil Queens;9780814731222;9780814738719;9780814738719
