pid;issn;eissn;doi;title;pidurl;pidurltoc;subjectcategory;primarysubectarea;originalcompany;media
COTO;1078-8719;;;COUNSELING TODAY;;;Humanities and Social Sciences;Psychotherapy & Counseling;Wiley;
CEAS;0011-0035;1556-6978;10.1002/(ISSN)1556-6978;COUNSELOR EDUCATION AND SUPERVISION;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-6978;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-6978/issues;Humanities and Social Sciences;Psychotherapy & Counseling;Wiley;Print & Online
CAIM;0963-1690;1467-8691;10.1111/(ISSN)1467-8691;CREATIVITY AND INNOVATION MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8691;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8691/issues;Business, Economics, Finance and Accounting    ;Creativity & Innovation Management;Blackwell;Print & Online
CBM;0957-9664;1471-2857;10.1002/(ISSN)1471-2857;CRIMINAL BEHAVIOUR AND MENTAL HEALTH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1471-2857;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1471-2857/issues;Psychology;Clinical Psychology;Wiley;Print & Online
CRIM;0011-1384;1745-9125;10.1111/(ISSN)1745-9125;CRIMINOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-9125;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-9125/issues;Law and Criminology;Criminology;Blackwell;Print & Online
CAPP;1538-6473;1745-9133;10.1111/(ISSN)1745-9133;CRIMINOLOGY AND PUBLIC POLICY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-9133;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-9133/issues;Law and Criminology;Criminology;Blackwell;Print & Online
CRIQ;0011-1562;1467-8705;10.1111/(ISSN)1467-8705;CRITICAL QUARTERLY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8705;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8705/issues;Humanities and Social Sciences;General Literature;Blackwell;Print & Online
CROS;0011-1953;1939-3881;10.1111/(ISSN)1939-3881;CROSSCURRENTS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-3881;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-3881/issues;Humanities and Social Sciences;Contemporary Religious Thought;Blackwell;Print & Online
2223;0232-1300;1521-4079;10.1002/(ISSN)1521-4079;CRYSTAL RESEARCH AND TECHNOLOGY  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4079;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4079/issues;Physics and Astronomy;General & Introductory Physics;Wiley;Online
CUAG;2153-9553;2153-9561;10.1111/(ISSN)2153-9561;CULTURE, AGRICULTURE, FOOD & ENVIRONMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2153-9561;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2153-9561/issues;Humanities and Social Sciences;Anthropology Special Topics;Blackwell;Print & Online
CURA;0011-3069;2151-6952;10.1111/(ISSN)2151-6952;CURATOR THE MUSEUM JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2151-6952;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2151-6952/issues;Humanities and Social Sciences;Museum & Heritage Studies;Wiley;Print & Online
CURI;0362-6784;1467-873X;10.1111/(ISSN)1467-873X;CURRICULUM INQUIRY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-873X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-873X/issues;Education;Curriculum Tools- General;Blackwell;Print & Online
CURT;1355-4905;1467-8748;10.1111/(ISSN)1467-8748;CURTIS'S BOTANICAL MAGAZINE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8748;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8748/issues;Life Sciences;Plant Science;Blackwell;Print & Online
CYTO;1552-4922;1552-4930;10.1002/(ISSN)1552-4930;CYTOMETRY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-4957;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-4957/issues;Life Sciences;Cell & Molecular Biology;Wiley;Print & Online
CYT;0956-5507;1365-2303;10.1111/(ISSN)1365-2303;CYTOPATHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2303;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2303/issues;Medical, Veterinary and Health Sciences;Pathology;Blackwell;Print & Online
CM;1949-3584;1949-3592;10.1002/(ISSN)1949-3592;CYTOSKELETON;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3592;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3592/issues;Life Sciences;Cell & Molecular Biology;Wiley;Print & Online
DAP;1527-6562;1943-7587;10.1002/(ISSN)1943-7587;DEAN & PROVOST;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7587;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7587/issues;Education;Higher Education General;Wiley;Print & Online
DECI;0011-7315;1540-5915;10.1111/(ISSN)1540-5915;DECISION SCIENCES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5915;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5915/issues;Business, Economics, Finance and Accounting    ;Decision Sciences;Blackwell;Print & Online
DSJI;1540-4595;1540-4609;10.1111/(ISSN)1540-4609;DECISION SCIENCES JOURNAL OF INNOVATIVE EDUCATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4609;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4609/issues;Business, Economics, Finance and Accounting    ;Decision Sciences;Blackwell;Print & Online
EDT;1600-4469;1600-9657;10.1111/(ISSN)1600-9657;DENTAL TRAUMATOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-9657;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-9657/issues;Medical, Veterinary and Health Sciences;Dental Traumatology;Blackwell;Print & Online
DCH;1049-3255;1936-4393;10.1002/(ISSN)1936-4393;DEPARTMENT CHAIR;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-4393;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-4393/issues;Education;Leadership, Administration & Policy (Higher Education);Wiley;Print & Online
DA;1091-4269;1520-6394;10.1002/(ISSN)1520-6394;DEPRESSION AND ANXIETY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6394;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6394/issues;Medical, Veterinary and Health Sciences;Psychiatry;Wiley;Online
DSU;1076-0512;1524-4725;10.1111/(ISSN)1524-4725;DERMATOLOGIC SURGERY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1524-4725;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1524-4725/issues;Medical, Veterinary and Health Sciences;Dermatology;Blackwell;Print & Online
DTH;1396-0296;1529-8019;10.1111/(ISSN)1529-8019;DERMATOLOGIC THERAPY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8019;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8019/issues;Medical, Veterinary and Health Sciences;Dermatology;Blackwell;Online
DMJ;1942-5074;1948-7177;10.1111/(ISSN)1948-7177;DESIGN MANAGEMENT JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1948-7177;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1948-7177/issues;Business, Economics, Finance and Accounting    ;Design History & Theory;Wiley;Print & Online
DREV;1557-0614;1948-7169;10.1111/(ISSN)1948-7169;DESIGN MANAGEMENT REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1948-7169;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1948-7169/issues;Business, Economics, Finance and Accounting    ;Design History & Theory;Wiley;Print & Online
DEVE;0012-1533;1746-1049;10.1111/(ISSN)1746-1049;THE DEVELOPING ECONOMIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1049;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1049/issues;Humanities and Social Sciences;Economic Development;Blackwell;Print & Online
DEWB;1471-8731;1471-8847;10.1111/(ISSN)1471-8847;DEVELOPING WORLD BIOETHICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-8847;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-8847/issues;Humanities and Social Sciences;Bioethics & Medical Ethics;Blackwell;Print & Online
DECH;0012-155X;1467-7660;10.1111/(ISSN)1467-7660;DEVELOPMENT AND CHANGE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7660;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7660/issues;Humanities and Social Sciences;General & Introductory Development Studies;Blackwell;Print & Online
DPR;0950-6764;1467-7679;10.1111/(ISSN)1467-7679;DEVELOPMENT POLICY REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7679;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7679/issues;Humanities and Social Sciences;General & Introductory Development Studies;Blackwell;Print & Online
DGD;0012-1592;1440-169X;10.1111/(ISSN)1440-169X;DEVELOPMENT, GROWTH & DIFFERENTIATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-169X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-169X/issues;Life Sciences;Embryology;Blackwell;Print & Online
DVDY;1058-8388;1097-0177;10.1002/(ISSN)1097-0177;DEVELOPMENTAL DYNAMICS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0177;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0177/issues;Life Sciences;General & Introductory Life Sciences;Wiley;Online
DMCN;0012-1622;1469-8749;10.1111/(ISSN)1469-8749;DEVELOPMENTAL MEDICINE & CHILD NEUROLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8749;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8749/issues;Medical, Veterinary and Health Sciences;Neurology;Blackwell;Print & Online
NEU;1932-8451;1932-846X;10.1002/(ISSN)1932-846X;DEVELOPMENTAL NEUROBIOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-846X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-846X/issues;Life Sciences;Neuroscience;Wiley;Print & Online
DEV;0012-1630;1098-2302;10.1002/(ISSN)1098-2302;DEVELOPMENTAL PSYCHOBIOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2302;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2302/issues;Humanities and Social Sciences;Developmental Psychology;Wiley;Print & Online
DESC;1363-755X;1467-7687;10.1111/(ISSN)1467-7687;DEVELOPMENTAL SCIENCE (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7687;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7687/issues;Psychology;Developmental Psychology;Blackwell;Online
DOM;1462-8902;1463-1326;10.1111/(ISSN)1463-1326;DIABETES OBESITY & METABOLISM (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1463-1326;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1463-1326/issues;Medical, Veterinary and Health Sciences;Diabetes;Blackwell;Online
DMRR;1520-7552;1520-7560;10.1002/(ISSN)1520-7560;DIABETES/METABOLISM: RESEARCH AND REVIEWS (ELECT);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-7560;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-7560/issues;Medical, Veterinary and Health Sciences;Endocrinology;Wiley;Online
DME;0742-3071;1464-5491;10.1111/(ISSN)1464-5491;DIABETIC MEDICINE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1464-5491;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1464-5491/issues;Medical, Veterinary and Health Sciences;Diabetes;Blackwell;Print & Online
DC;8755-1039;1097-0339;10.1002/(ISSN)1097-0339;DIAGNOSTIC CYTOPATHOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0339;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0339/issues;Medical, Veterinary and Health Sciences;Pathology;Wiley;Print & Online
DLTC;0012-2017;1746-8361;10.1111/(ISSN)1746-8361;DIALECTICA;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-8361;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-8361/issues;Humanities and Social Sciences;Analytic Philosophy;Blackwell;Print & Online
DIAL;0012-2033;1540-6385;10.1111/(ISSN)1540-6385;DIALOG;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6385;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6385/issues;Humanities and Social Sciences;Contemporary Theology;Blackwell;Print & Online
TGER;0042-062X;1756-1221;10.1111/(ISSN)1756-1221;DIE UNTERRICHTSPRAXIS/TEACHING GERMAN (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-1221;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-1221/issues;Humanities and Social Sciences;General & Introductory Linguistics;Blackwell;Online
DOME;1060-4367;1949-3606;10.1111/(ISSN)1949-3606;DIGEST OF MIDDLE EAST STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-3606;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-3606/issues;Humanities and Social Sciences;Middle Eastern Politics;Wiley;Online
DEN;0915-5635;1443-1661;10.1111/(ISSN)1443-1661;DIGESTIVE ENDOSCOPY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1443-1661;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1443-1661/issues;Medical, Veterinary and Health Sciences;Endoscopy;Blackwell;Print & Online
DHE;1086-1335;1943-8001;10.1002/(ISSN)1943-8001;DISABILITY COMPLIANCE FOR HIGHER EDUCATION;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-8001;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-8001/issues;Education;Higher Education General;Wiley;Print & Online
DISA;0361-3666;1467-7717;10.1111/(ISSN)1467-7717;DISASTERS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7717;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7717/issues;Humanities and Social Sciences;General & Introductory Development Studies;Blackwell;Print & Online
DOTE;1120-8694;1442-2050;10.1111/(ISSN)1442-2050;DISEASES OF THE ESOPHAGUS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-2050;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-2050/issues;Medical, Veterinary and Health Sciences;Gastroenterology & Hepatology;Blackwell;Online
DDI;1366-9516;1472-4642;10.1111/(ISSN)1472-4642;DIVERSITY AND DISTRIBUTIONS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-4642;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-4642/issues;Life Sciences;Conservation Science;Blackwell;Print & Online
DAR;0959-5236;1465-3362;10.1111/(ISSN)1465-3362;DRUG AND ALCOHOL REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1465-3362;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1465-3362/issues;Psychology;Addiction;Blackwell;Print & Online
DDR;0272-4391;1098-2299;10.1002/(ISSN)1098-2299;DRUG DEVELOPMENT RESEARCH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2299;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2299/issues;Medical, Veterinary and Health Sciences;Pharmacology & Pharmaceutical Medicine;Wiley;Print & Online
DTA;1942-7603;1942-7611;10.1002/(ISSN)1942-7611;DRUG TESTING AND ANALYSIS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1942-7611;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1942-7611/issues;Chemistry;Analytical Chemistry;Wiley;Print & Online
DYS;1076-9242;1099-0909;10.1002/(ISSN)1099-0909;DYSLEXIA;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0909;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0909/issues;Psychology;Reading & Dyslexia;Wiley;Print & Online
EIP;1751-7885;1751-7893;10.1111/(ISSN)1751-7893;EARLY INTERVENTION IN PSYCHIATRY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-7893;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-7893/issues;Medical, Veterinary and Health Sciences;Psychiatry;Blackwell;Online
EMED;0963-9462;1468-0254;10.1111/(ISSN)1468-0254;EARLY MEDIEVAL EUROPE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0254;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0254/issues;Humanities and Social Sciences;Medieval History (500-1500);Blackwell;Print & Online
ESP;0197-9337;1096-9837;10.1002/(ISSN)1096-9837;EARTH SURFACE PROCESSES AND LANDFORMS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9837;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9837/issues;Earth and Environmental Science;Geomorphology;Wiley;Print & Online
EQE;0098-8847;1096-9845;10.1002/(ISSN)1096-9845;EARTHQUAKE ENGINEERING AND STRUCTURAL DYNAMICS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9845;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9845/issues;Engineering ;Structural & Building Engineering;Wiley;Print & Online
ECHO;0742-2822;1540-8175;10.1111/(ISSN)1540-8175;ECHOCARDIOGRAPHY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8175;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8175/issues;Medical, Veterinary and Health Sciences;Cardiovascular Disease;Blackwell;Print & Online
ECOG;0906-7590;1600-0587;10.1111/(ISSN)1600-0587;ECOGRAPHY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0587;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0587/issues;Life Sciences;Ecology & Organismal Biology;Blackwell;Online
ECO;1936-0584;1936-0592;10.1002/(ISSN)1936-0592;ECOHYDROLOGY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-0592;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1936-0592/issues;Earth and Environmental Science;General & Introductory Earth Sciences;Wiley;Online
EEN;0307-6946;1365-2311;10.1111/(ISSN)1365-2311;ECOLOGICAL ENTOMOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2311;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2311/issues;Life Sciences;Entomology;Blackwell;Print & Online
EMR;1442-7001;1442-8903;10.1111/(ISSN)1442-8903;ECOLOGICAL MANAGEMENT & RESTORATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-8903;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-8903/issues;Life Sciences;Ecology & Organismal Biology;Blackwell;Print & Online
ELE;1461-023X;1461-0248;10.1111/(ISSN)1461-0248;ECOLOGY LETTERS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1461-0248;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1461-0248/issues;Life Sciences;Ecology & Organismal Biology;Blackwell;Print & Online
EFF;0906-6691;1600-0633;10.1111/(ISSN)1600-0633;ECOLOGY OF FRESHWATER FISH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0633;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0633/issues;Life Sciences;Ecology & Organismal Biology;Blackwell;Print & Online
ECTA;0012-9682;1468-0262;10.1111/(ISSN)1468-0262;ECONOMETRICA;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0262;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0262/issues;Business, Economics, Finance and Accounting    ;Econometrics;Blackwell;Print & Online
ECTJ;1368-4221;1368-423X;10.1111/(ISSN)1368-423X;THE ECONOMETRICS JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1368-423X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1368-423X/issues;Business, Economics, Finance and Accounting    ;Econometrics;Blackwell;Print & Online
ECAF;0265-0665;1468-0270;10.1111/(ISSN)1468-0270;ECONOMIC AFFAIRS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0270;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0270/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ECGE;0013-0095;1944-8287;10.1111/(ISSN)1944-8287;ECONOMIC GEOGRAPHY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1944-8287;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1944-8287/issues;Humanities and Social Sciences;Economic Geography;Blackwell;Print & Online
EHR;0013-0117;1468-0289;10.1111/(ISSN)1468-0289;ECONOMIC HISTORY REVIEW;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0289;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0289/issues;Humanities and Social Sciences;Economic History;Blackwell;Print & Online
ECIN;0095-2583;1465-7295;10.1111/(ISSN)1465-7295;ECONOMIC INQUIRY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1465-7295;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1465-7295/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ECOJ;0013-0133;1468-0297;10.1111/(ISSN)1468-0297;THE ECONOMIC JOURNAL;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0297;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0297/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ECNO;0391-5026;1468-0300;10.1111/(ISSN)1468-0300;ECONOMIC NOTES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0300;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0300/issues;Business, Economics, Finance and Accounting    ;Financial Economics;Blackwell;Print & Online
ECOL;0140-489X;1468-0319;10.1111/(ISSN)1468-0319;ECONOMIC OUTLOOK;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0319;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0319/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
ECPA;0812-0439;1759-3441;10.1111/(ISSN)1759-3441;ECONOMIC PAPERS: A JOURNAL OF APPLIED ECONOMICS AND POLICY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-3441;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-3441/issues;Humanities and Social Sciences;General & Introductory Economics;Blackwell;Print & Online
