title;issn;eissn;pid;lien
Food Science and Biotechnology;1226-7708;2092-6456;10068;http://link.springer.com/journal/10068
Food Security;1876-4517;1876-4525;12571;http://link.springer.com/journal/12571
Forensic Science, Medicine, and Pathology;1547-769X;1556-2891;12024;http://link.springer.com/journal/12024
Forensic Toxicology;1860-8965;1860-8973;11419;http://link.springer.com/journal/11419
Forensische Psychiatrie, Psychologie, Kriminologie;1862-7072;1862-7080;11757;http://link.springer.com/journal/11757
Forest Science and Practice;1008-1321;1993-0372;11632;http://link.springer.com/journal/11632
Formal Aspects of Computing;0934-5043;1433-299X;165;http://link.springer.com/journal/165
Formal Methods in System Design;0925-9856;1572-8102;10703;http://link.springer.com/journal/10703
Forschung im Ingenieurwesen;0015-7899;1434-0860;10010;http://link.springer.com/journal/10010
Fortschrittsberichte Ã¼ber Kolloide und Polymere;0071-8017;;12277;http://link.springer.com/journal/12277
Forum;0947-0255;2190-9784;12312;http://link.springer.com/journal/12312
Forum der Psychoanalyse;0178-7667;1437-0751;451;http://link.springer.com/journal/451
Forum for Social Economics;0736-0932;1874-6381;12143;http://link.springer.com/journal/12143
Foundations of Chemistry;1386-4238;1572-8463;10698;http://link.springer.com/journal/10698
Foundations of Computational Mathematics;1615-3375;1615-3383;10208;http://link.springer.com/journal/10208
Foundations of Physics;0015-9018;1572-9516;10701;http://link.springer.com/journal/10701
Foundations of Physics Letters;0894-9875;1572-9524;10702;http://link.springer.com/journal/10702
Foundations of Science;1233-1821;1572-8471;10699;http://link.springer.com/journal/10699
Fractional Calculus and Applied Analysis;1311-0454;1314-2224;13540;http://link.springer.com/journal/13540
Frontiers in Biology;1674-7984;1674-7992;11515;http://link.springer.com/journal/11515
Frontiers in Energy;2095-1701;2095-1698;11708;http://link.springer.com/journal/11708
Frontiers in Zoology;;1742-9994;12983;http://link.springer.com/journal/12983
Frontiers of Agriculture in China;1673-7334;1673-744X;11703;http://link.springer.com/journal/11703
Frontiers of Business Research in China;1673-7326;1673-7431;11782;http://link.springer.com/journal/11782
Frontiers of Chemical Science and Engineering;2095-0179;2095-0187;11705;http://link.springer.com/journal/11705
Frontiers of Chemistry in China;1673-3495;1673-3614;11458;http://link.springer.com/journal/11458
Frontiers of Computer Science;2095-2228;2095-2236;11704;http://link.springer.com/journal/11704
Frontiers of Earth Science;2095-0195;2095-0209;11707;http://link.springer.com/journal/11707
Frontiers of Economics in China;1673-3444;1673-3568;11459;http://link.springer.com/journal/11459
Frontiers of Education in China;1673-341X;1673-3533;11516;http://link.springer.com/journal/11516
Frontiers of Electrical and Electronic Engineering;2095-2732;1673-3584;11460;http://link.springer.com/journal/11460
"Frontiers of Environmental Science &amp; Engineering";2095-2201;2095-221X;11783;http://link.springer.com/journal/11783
Frontiers of Forestry in China;1673-3517;1673-3630;11461;http://link.springer.com/journal/11461
Frontiers of History in China;1673-3401;1673-3525;11462;http://link.springer.com/journal/11462
Frontiers of Law in China;1673-3428;1673-3541;11463;http://link.springer.com/journal/11463
Frontiers of Literary Studies in China;1673-7318;1673-7423;11702;http://link.springer.com/journal/11702
Frontiers of Materials Science;2095-025X;2095-0268;11706;http://link.springer.com/journal/11706
Frontiers of Mathematics in China;1673-3452;1673-3576;11464;http://link.springer.com/journal/11464
Frontiers of Mechanical Engineering;2095-0233;2095-0241;11465;http://link.springer.com/journal/11465
Frontiers of Medicine;2095-0217;2095-0225;11684;http://link.springer.com/journal/11684
Frontiers of Optoelectronics;2095-2759;2095-2767;12200;http://link.springer.com/journal/12200
Frontiers of Philosophy in China;1673-3436;1673-355X;11466;http://link.springer.com/journal/11466
Frontiers of Physics;2095-0462;2095-0470;11467;http://link.springer.com/journal/11467
Frontiers of Structural and Civil Engineering;2095-2430;2095-2449;11709;http://link.springer.com/journal/11709
"Functional &amp; Integrative Genomics";1438-793X;1438-7948;10142;http://link.springer.com/journal/10142
Functional Analysis and Its Applications;0016-2663;1573-8485;10688;http://link.springer.com/journal/10688
Functional Analysis and Other Mathematics;1991-0061;1863-7914;11853;http://link.springer.com/journal/11853
Fungal Diversity;1560-2745;1878-9129;13225;http://link.springer.com/journal/13225
Fuzzy Information and Engineering;1616-8658;1616-8666;12543;http://link.springer.com/journal/12543
Fuzzy Optimization and Decision Making;1568-4539;1573-2908;10700;http://link.springer.com/journal/10700
"FuÃŸ &amp; Sprunggelenk";1619-9987;1619-9995;10302;http://link.springer.com/journal/10302
Gastric Cancer;1436-3291;1436-3305;10120;http://link.springer.com/journal/10120
GefÃ¤sschirurgie;0948-7034;1434-3932;772;http://link.springer.com/journal/772
GEM - International Journal on Geomathematics;1869-2672;1869-2680;13137;http://link.springer.com/journal/13137
Gender Issues;1098-092X;1936-4717;12147;http://link.springer.com/journal/12147
General Relativity and Gravitation;0001-7701;1572-9532;10714;http://link.springer.com/journal/10714
General Thoracic and Cardiovascular Surgery;1863-6705;1863-6713;11748;http://link.springer.com/journal/11748
"Genes &amp; Genomics";1976-9571;2092-9293;13258;http://link.springer.com/journal/13258
"Genes &amp; Nutrition";1555-8932;1865-3499;12263;http://link.springer.com/journal/12263
Genetic Programming and Evolvable Machines;1389-2576;1573-7632;10710;http://link.springer.com/journal/10710
Genetic Resources and Crop Evolution;0925-9864;1573-5109;10722;http://link.springer.com/journal/10722
Genetic Vaccines and Therapy;;1479-0556;12965;http://link.springer.com/journal/12965
Genetica;0016-6707;1573-6857;10709;http://link.springer.com/journal/10709
Genetics Selection Evolution;;1297-9686;12711;http://link.springer.com/journal/12711
Genome Biology;;1465-6906;13059;http://link.springer.com/journal/13059
Genome Integrity;;2041-9414;13220;http://link.springer.com/journal/13220
Genome Medicine;;1756-994X;13073;http://link.springer.com/journal/13073
Geo-Marine Letters;0276-0460;1432-1157;367;http://link.springer.com/journal/367
Geo-spatial Information Science;1009-5020;1993-5153;11806;http://link.springer.com/journal/11806
Geochemical Transactions;;1467-4866;12932;http://link.springer.com/journal/12932
Geochemistry International;0016-7029;1556-1968;11476;http://link.springer.com/journal/11476
Geochronometria;1733-8387;1897-1695;13386;http://link.springer.com/journal/13386
Geography and Natural Resources;1875-3728;1875-371X;13541;http://link.springer.com/journal/13541
Geoheritage;1867-2477;1867-2485;12371;http://link.springer.com/journal/12371
GeoInformatica;1384-6175;1573-7624;10707;http://link.springer.com/journal/10707
GeoJournal;0343-2521;1572-9893;10708;http://link.springer.com/journal/10708
Geologie en Mijnbouw;0016-7746;1573-9708;11288;http://link.springer.com/journal/11288
Geology of Ore Deposits;1075-7015;1555-6476;11477;http://link.springer.com/journal/11477
Geomagnetism and Aeronomy;0016-7932;1555-645X;11478;http://link.springer.com/journal/11478
Geometriae Dedicata;0046-5755;1572-9168;10711;http://link.springer.com/journal/10711
Geometric and Functional Analysis;1016-443X;1420-8970;39;http://link.springer.com/journal/39
Georgian Mathematical Journal;1072-947X;1572-9176;11290;http://link.springer.com/journal/11290
Geosciences Journal;1226-4806;1598-7477;12303;http://link.springer.com/journal/12303
Geotechnical and Geological Engineering;0960-3182;1573-1529;10706;http://link.springer.com/journal/10706
Geotectonics;0016-8521;1556-1976;11479;http://link.springer.com/journal/11479
Geriatric Nephrology and Urology;0924-8455;1573-7306;10715;http://link.springer.com/journal/10715
Gesunde Pflanzen;0367-4223;1439-0345;10343;http://link.springer.com/journal/10343
GigaScience;;2047-217X;13742;http://link.springer.com/journal/13742
Glass and Ceramics;0361-7610;1573-8515;10717;http://link.springer.com/journal/10717
Glass Physics and Chemistry;1087-6596;1608-313X;10720;http://link.springer.com/journal/10720
Global Business Perspectives;2194-0061;2194-007X;40196;http://link.springer.com/journal/40196
Global Change and Human Health;1389-5702;1573-7314;10718;http://link.springer.com/journal/10718
Global Journal of Flexible Systems Management;0972-2696;0974-0198;40171;http://link.springer.com/journal/40171
Globalization and Health;;1744-8603;12992;http://link.springer.com/journal/12992
Glycoconjugate Journal;0282-0080;1573-4986;10719;http://link.springer.com/journal/10719
Gold Bulletin;;2190-7579;13404;http://link.springer.com/journal/13404
GPS Solutions;1080-5370;1521-1886;10291;http://link.springer.com/journal/10291
Graefe's Archive for Clinical and Experimental Ophthalmology;0721-832X;1435-702X;417;http://link.springer.com/journal/417
Grammars;1386-7393;1572-848X;10721;http://link.springer.com/journal/10721
Granular Matter;1434-5021;1434-7636;10035;http://link.springer.com/journal/10035
Graphs and Combinatorics;0911-0119;1435-5914;373;http://link.springer.com/journal/373
Gravitation and Cosmology;0202-2893;1995-0721;12267;http://link.springer.com/journal/12267
Group;0362-4021;1573-3386;10724;http://link.springer.com/journal/10724
Group Decision and Negotiation;0926-2644;1572-9907;10726;http://link.springer.com/journal/10726
Grundwasser;1430-483X;1432-1165;767;http://link.springer.com/journal/767
Gruppendynamik und Organisationsberatung;1618-7849;1862-2615;11612;http://link.springer.com/journal/11612
Gut Pathogens;;1757-4749;13099;http://link.springer.com/journal/13099
Gynecological Surgery;1613-2076;1613-2084;10397;http://link.springer.com/journal/10397
GynÃ¤kologische Endokrinologie;1610-2894;1610-2908;10304;http://link.springer.com/journal/10304
Gyroscopy and Navigation;2075-1087;2075-1109;13140;http://link.springer.com/journal/13140
HAND;1558-9447;1558-9455;11552;http://link.springer.com/journal/11552
Harm Reduction Journal;;1477-7517;12954;http://link.springer.com/journal/12954
hautnah;1866-2250;;12326;http://link.springer.com/journal/12326
"Head &amp; Face Medicine";;1746-160X;13005;http://link.springer.com/journal/13005
"Head &amp; Neck Oncology";;1758-3284;13051;http://link.springer.com/journal/13051
Head and Neck Pathology;1936-055X;1936-0568;12105;http://link.springer.com/journal/12105
Health and Quality of Life Outcomes;;1477-7525;12955;http://link.springer.com/journal/12955
Health and Technology;2190-7188;2190-7196;12553;http://link.springer.com/journal/12553
Health Care Analysis;1065-3058;1573-3394;10728;http://link.springer.com/journal/10728
Health Care Management Science;1386-9620;1572-9389;10729;http://link.springer.com/journal/10729
Health Economics Review;;2191-1991;13561;http://link.springer.com/journal/13561
Health Research Policy and Systems;;1478-4505;12961;http://link.springer.com/journal/12961
Health Services and Outcomes Research Methodology;1387-3741;1572-9400;10742;http://link.springer.com/journal/10742
Heart and Vessels;0910-8327;1615-2573;380;http://link.springer.com/journal/380
Heart Failure Reviews;1382-4147;1573-7322;10741;http://link.springer.com/journal/10741
Heat and Mass Transfer;0947-7411;1432-1181;231;http://link.springer.com/journal/231
HEC Forum;0956-2737;1572-8498;10730;http://link.springer.com/journal/10730
Heilberufe;0017-9604;1867-1535;58;http://link.springer.com/journal/58
HeilberufeScience;;2190-2100;16024;http://link.springer.com/journal/16024
Helgoland Marine Research;1438-387X;1438-3888;10152;http://link.springer.com/journal/10152
Hellenic Journal of Surgery;0018-0092;1868-8845;13126;http://link.springer.com/journal/13126
Helminthologia;0440-6605;1336-9083;11687;http://link.springer.com/journal/11687
Hematology and Cell Therapy;1269-3286;1279-8509;282;http://link.springer.com/journal/282
Hepatology International;1936-0533;1936-0541;12072;http://link.springer.com/journal/12072
Herald of the Russian Academy of Sciences;1019-3316;1555-6492;11480;http://link.springer.com/journal/11480
Hereditary Cancer in Clinical Practice;;1897-4287;13053;http://link.springer.com/journal/13053
Hernia;1265-4906;1248-9204;10029;http://link.springer.com/journal/10029
Herpesviridae;;2042-4280;13276;http://link.springer.com/journal/13276
Herz;0340-9937;1615-6692;59;http://link.springer.com/journal/59
Herzschrittmachertherapie + Elektrophysiologie;0938-7412;1435-1544;399;http://link.springer.com/journal/399
"High Blood Pressure &amp; Cardiovascular Prevention";1120-9879;1179-1985;40292;http://link.springer.com/journal/40292
High Energy Chemistry;0018-1439;1608-3148;10733;http://link.springer.com/journal/10733
High Temperature;0018-151X;1608-3156;10740;http://link.springer.com/journal/10740
Higher Education;0018-1560;1573-174X;10734;http://link.springer.com/journal/10734
Higher-Order and Symbolic Computation;1388-3690;1573-0557;10990;http://link.springer.com/journal/10990
Histochemistry and Cell Biology;0948-6143;1432-119X;418;http://link.springer.com/journal/418
HNO;0017-6192;1433-0458;106;http://link.springer.com/journal/106
Hormones and Cancer;1868-8497;1868-8500;12672;http://link.springer.com/journal/12672
Horticulture, Environment, and Biotechnology;2211-3452;2211-3460;13580;http://link.springer.com/journal/13580
HSS Journal Â®;1556-3316;1556-3324;11420;http://link.springer.com/journal/11420
Huisarts en wetenschap;0018-7070;1876-5912;12445;http://link.springer.com/journal/12445
Human Affairs;1210-3055;1337-401X;13374;http://link.springer.com/journal/13374
Human Cell;;1749-0774;13577;http://link.springer.com/journal/13577
Human Ecology;0300-7839;1572-9915;10745;http://link.springer.com/journal/10745
